rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
481,맨 프롬 UNCLE,2015-10-28,425000,0,8.46E+08,85,108551,361,27,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,코미디",가이 리치,"헨리 카빌,아미 해머,알리시아 비칸데르,엘리자베스 데비키,휴 그랜트",,,,,,
482,독전: 익스텐디드 컷,2018-07-18,152998000,0.003,8.39E+08,25357,136885,398,1991,한국,한국,,,,,,,,,,,,
138,램페이지,2018-04-12,330500,,1.20E+10,48,1385515,,12,,,,워너브러더스 코리아(주),,"액션,모험,SF",브래드 페이턴,,120000000,,,,,
484,더 건맨,2015-04-16,28136900,0.001,8.33E+08,3484,107275,349,481,프랑스,"프랑스,스페인,영국",,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"액션,스릴러",피에르 모렐,"숀 펜,하비에르 바르뎀,이드리스 엘바,레이 윈스톤,마크 라이런스",,,,,,
485,바닷마을 다이어리,2015-12-17,762000,0,8.29E+08,127,101306,67,4,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료",,,,,,
486,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,4296100,0,8.26E+08,552,109188,198,32,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,야마구치 켄타로,"김현지,한신,김보영,이호산,김영은",,,,,,
140,리틀 포레스트,2018-02-28,382000,,1.19E+10,56,1504447,884,4,,,,메가박스중앙(주)플러스엠,,드라마,임순례,,800000,,,,,
488,다이버전트 시리즈: 얼리전트,2016-05-12,595000,0,8.19E+08,119,103556,393,17,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"액션,어드벤처,SF",로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐",,,,,,
152,사라진 밤,2018-03-07,24000,,1.07E+10,15,1315735,925,15,,,,씨네그루(주)키다리이엔티,,스릴러,이창희,,1400000,,,,,
490,여중생A,2018-06-20,3688000,0,8.08E+08,515,97410,479,26,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,,"김환희,김준면,유재상,정다은",,,,,,
161,바람 바람 바람,2018-04-05,84000,,9.78E+09,14,1194230,985,14,,,,(주)넥스트엔터테인먼트월드(NEW),,코미디,이병헌,,1500000,,,,,
492,이웃집에 신이 산다,2015-12-24,1761000,0,7.89E+08,212,97700,85,10,벨기에,"벨기에,프랑스,룩셈부르크",,(주)엣나인필름,청소년관람불가,코미디,자코 반 도마엘,"브누와 뽀엘부르드,욜랭드 모로,까뜨린느 드뇌브",,,,,,
169,퍼시픽 림: 업라이징,2018-03-21,2080000,,8.96E+09,280,1077198,1145,14,,,,유니버설픽쳐스인터내셔널 코리아(유),,드라마,폴 토마스 앤더슨,,300000000,,,,,
494,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,29932500,0.001,7.80E+08,3617,97300,317,638,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진",,,,,,
495,라이언,2017-02-01,1659000,0,7.77E+08,251,104029,205,14,호주,"호주,영국,미국",,(주)이수C&E,12세이상관람가,드라마,가스 데이비스,"데브 파텔,루니 마라,니콜 키드먼,데이빗 웬햄,타니시타 차터제,이몬 파렌,디프티 나발",,,,,,
496,딥워터 호라이즌,2017-01-25,2528500,0,7.73E+08,314,99571,433,31,미국,미국,,메가박스중앙(주)플러스엠,12세이상관람가,"액션,드라마",피터 버그,"마크 월버그,딜런 오브라이언,케이트 허드슨,커트 러셀,지나 로드리게즈,존 말코비치,에단 서플리,조 크레스트,제임스 더몬트,크리스 애쉬워스",,,,,,
497,김광석,2017-08-30,704500,0,7.72E+08,124,98209,5,14,한국,한국,,(주)비엠컬쳐스,,다큐멘터리,김광석,,,,,,,
498,바스티유 데이,2016-10-13,607000,0,7.67E+08,73,96579,422,16,미국,"미국,프랑스",,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,제임스 왓킨스,"이드리스 엘바,리처드 매든,샬롯 르 본,호세 가르시아,켈리 라일리",,,,,,
499,태풍이 지나가고,2016-07-27,4252000,0,7.64E+08,457,91976,72,15,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미",,,,,,
500,본 투 비 블루,2016-06-09,4143200,0,7.62E+08,445,93498,147,22,캐나다,"캐나다,영국,미국",,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,"에단 호크,카르멘 에조고",,,,,,
501,루시드 드림,2017-02-22,12527000,0.001,7.58E+08,1724,101913,461,197,한국,한국,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,스릴러",김준성,"고수,설경구,박유천,강혜정,박인환,천호진",,,,,,
502,사우스포,2015-12-03,1648000,0,7.58E+08,366,100785,335,15,미국,미국,,씨네그루(주)다우기술,15세이상관람가,"드라마,액션",안톤 후쿠아,"제이크 질렌할,레이첼 맥아담스,포레스트 휘테커,나오미 해리스",,,,,,
503,돌연변이,2015-10-22,2654000,0,7.49E+08,466,100505,399,22,한국,한국,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연",,,,,,
234,콰이어트 플레이스,2018-04-12,3024200,,4.58E+09,371,526059,,26,,,,롯데쇼핑㈜롯데엔터테인먼트,,"드라마,공포,스릴러,서스펜스",,,92480000,,,,,
505,맥베스,2015-12-03,7764800,0,7.43E+08,1018,97438,141,60,영국,"영국,프랑스,미국",,판씨네마(주),15세이상관람가,드라마,저스틴 커젤,"마이클 패스벤더,마리옹 꼬띠아르",40000000,,,,,
506,커다랗고 커다랗고 커다란 배,2018-05-03,8864600,,7.43E+08,1279,94162,,75,,,,예지림엔터테인먼트,,"애니메이션,모험","필립 아이슈타인 립스키,요르겐 레르담",,,,,,,
507,크리미널,2016-06-22,189000,0,7.39E+08,29,92351,351,6,영국,"영국,미국",,(주)영화사 빅,15세이상관람가,"액션,범죄",아리엘 브로멘,"라이언 레놀즈,케빈 코스트너,게리 올드만,토미 리 존스,갤 가돗",,,,,,
508,프리덤,2015-11-19,1311000,0,7.37E+08,210,106120,117,21,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,가족",피터 쿠센스,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러",,,,,,
509,노 게임 노 라이프 -제로-,2017-10-19,7776000,0,7.37E+08,1064,90497,57,70,일본,일본,,12세이상관람가,,이시즈카 아츠코,"마츠오카 요시츠구,카야노 아이",,,,,,,
510,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,2112000,0,7.31E+08,503,100016,344,6,일본,일본,,"(주)스마일이엔티,(주)영화사오원",전체관람가,"액션,SF",와타나베 카츠야,"시손 쥰,세키네 츠토무",,,,,,
511,하이큐!! 끝과 시작,2016-11-16,3368500,0,7.27E+08,485,99772,130,50,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,미츠나카 스스무,"히노 사토시,이리노 미유",,,,,,
512,7번째 아들,2015-02-11,5310000,0,7.26E+08,590,92178,358,5,미국,"미국,영국,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"어드벤처,가족,판타지",세르게이 보드로프,"제프 브리지스,줄리안 무어,벤 반스",,,,,,
513,"나, 다니엘 블레이크",2016-12-08,2467000,0,7.25E+08,468,96436,65,7,영국,영국,,(주)영화사 진진,,드라마,켄 로치,,,,,,,
514,나의 산티아고,2016-07-14,1771000,0,7.17E+08,245,93689,88,17,독일,독일,,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,"데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐",,,,,,
515,오베라는 남자,2016-05-25,6533000,0,7.17E+08,751,89918,255,19,스웨덴,스웨덴,,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스 홀름,"롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼",,,,,,
516,슈퍼 빼꼼: 스파이 대작전,2017-05-03,2320000,0,7.11E+08,464,99401,358,4,한국,한국,(합)알지애니메이션스튜디오,메가박스중앙(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주",,,,,,
517,걷기왕,2016-10-20,9664000,0,7.08E+08,1272,95086,462,7,한국,한국,㈜인디스토리,CGV아트하우스,12세이상관람가,드라마,백승화,"심은경,박주희,김새벽,허정도,윤지원,안승균,김광규,김정영,이재진,이준용,박민준,장현진,방범석,정규환,오은비,조주형,이규진,이동혁,이수아,최봉석,최효주,황수진,김신동",,,,,,
518,포커스,2015-02-26,1863000,0,7.03E+08,223,91164,349,26,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"코미디,범죄,멜로/로맨스","글렌 피카라,존 레쿼","윌 스미스,마고 로비,로드리고 산토로,제랄드 맥라니",,,,,,
519,빌리와 용감한 녀석들 3,2015-04-30,8190000,0,7.00E+08,1092,98495,343,5,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",척 파워스,"엄상현,조현정",,,,,,
520,사일런스,2017-02-28,1466000,0,6.99E+08,193,94574,342,11,미국,"미국,대만,멕시코",,씨네그루(주)키다리이엔티,15세이상관람가,드라마,마틴 스콜세지,"앤드류 가필드,리암 니슨,아담 드라이버,시아란 힌즈,아사노 타다노부,코마츠 나나,츠카모토 신야,카세 료,사부,오가타 이세이",100000000,,,,,
521,룸,2016-03-03,642000,0,6.96E+08,88,86962,333,11,아일랜드,"아일랜드,캐나다",,(주)영화사 빅,15세이상관람가,드라마,레니 에이브러햄슨,"브리 라슨,제이콥 트렘블레이",,,,,,
522,마야2,2018-02-01,25086800,0.001,6.93E+08,4319,96462,429,168,독일,독일,,,전체관람가,애니메이션,"노엘 클리어리,세르지오 델피노",,,,,,,
523,갤로우즈,2015-09-03,73210700,0.003,6.86E+08,9475,88769,299,736,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),"트래비스 클러프,크리스 로핑","캐시디 지포드,파이퍼 브라운,리즈 미슬러,라이언 슈스,트래비스 클러프",,,,,,
524,일사각오,2016-03-17,3361500,0,6.80E+08,565,94280,66,14,한국,한국,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재",,,,,,
525,유스,2016-01-07,1030000,0,6.73E+08,156,86463,65,11,이탈리아,"이탈리아,프랑스,스위스,영국",,그린나래미디어(주),15세이상관람가,드라마,파올로 소렌티노,"마이클 케인,하비 케이틀,레이첼 와이즈,폴 다노,제인 폰다",,,,,,
526,세인트 빈센트,2015-03-05,4823200,0,6.70E+08,654,86322,308,26,미국,미국,,(주)영화사 빅,12세이상관람가,"코미디,드라마",데오도르 멜피,"빌 머레이,나오미 왓츠,멜리사 맥카시,테렌스 하워드,제이든 리버허",,,,,,
527,슈퍼 프렌즈,2016-08-10,3876500,0,6.63E+08,640,89615,255,39,한국,한국,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은",,,,,,
528,지금은맞고그때는틀리다,2015-09-24,859000,0,6.62E+08,120,80308,70,13,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성",,,,,,
529,와일드,2015-01-22,2535500,0,6.59E+08,311,82570,58,11,미국,미국,,이십세기폭스코리아(주),청소년관람불가,드라마,장 마크 발레,"리즈 위더스푼,가비 호프만,로라 던",,,,,,
530,더 매직: 리틀톰과 도둑공주,2015-09-24,1109300,0,6.54E+08,189,89327,193,12,스페인,"스페인,쿠바",,"㈜코리아스크린,와이드 릴리즈(주)",전체관람가,"애니메이션,판타지,뮤지컬",어네스토 파드롱,,,,,,,
531,빅 아이즈,2015-01-28,831000,0,6.51E+08,109,85108,290,12,미국,미국,,판씨네마(주),12세이상관람가,드라마,팀 버튼,"에이미 아담스,크리스토프 왈츠",,,,,,
532,타임 패러독스,2015-01-07,1442000,0,6.46E+08,279,82180,232,25,호주,호주,,(유)조이앤시네마,15세이상관람가,"SF,스릴러","마이클 스피어리그,피터 스피어이그","에단 호크,노아 테일러,사라 스누크",,,,,,
533,호텔 아르테미스,2018-07-18,94996600,0.002,6.43E+08,12354,77304,466,1925,미국,미국,,판씨네마(주),,,,,,,,,,
534,다이노X 탐험대,2016-05-04,8098000,0,6.40E+08,1170,82859,348,23,한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈",,,,,,
535,숀더쉽,2015-08-13,2275000,0,6.39E+08,484,91525,263,24,영국,"영국,프랑스",,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디","마크 버튼,리처드 스타잭",,50000000,,,,,
536,로스트 인 더스트,2016-11-03,1779000,0,6.39E+08,232,81948,354,10,미국,미국,,메가박스(주)플러스엠,15세이상관람가,"범죄,드라마",데이빗 맥킨지,"크리스 파인,벤 포스터,제프 브리지스",,,,,,
537,최악의 하루,2016-08-25,292000,0,6.39E+08,38,80696,199,9,한국,한국,㈜인디스토리,CGV아트하우스,15세이상관람가,멜로/로맨스,김종관,"한예리,이와세 료,권율,이희준,이승연,강 숙",,,,,,
538,더 이퀄라이저,2015-01-28,18294000,0.001,6.38E+08,2312,82626,255,177,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,범죄,스릴러",안톤 후쿠아,"덴젤 워싱턴,클로이 모레츠,마튼 초카스",,,,,,
539,파도가 지나간 자리,2017-03-08,1723100,0,6.38E+08,213,82605,276,16,미국,"미국,뉴질랜드,영국",,CGV아트하우스,15세이상관람가,"드라마,멜로/로맨스",데릭 시엔프랜스,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈,에밀리 바클레이,리온 포드",,,,,,
540,너와 100번째 사랑,2017-05-25,2803900,0,6.33E+08,334,80415,140,26,일본,일본,,(주)디스테이션,12세이상관람가,"드라마,멜로/로맨스",츠키카와 쇼,"사카구치 켄타로,미와,류세이 료",,,,,,
541,오 마이 그랜파,2016-03-17,1800000,0,6.33E+08,300,79701,396,10,미국,미국,,판씨네마(주),청소년관람불가,코미디,댄 마저,"로버트 드니로,잭 에프런",,,,,,
542,엑스 마키나,2015-01-21,9479000,0,6.25E+08,1123,77348,207,67,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"SF,스릴러",알렉스 가랜드,"돔놀 글리슨,알리시아 비칸데르,오스카 아이삭",,,,,,
543,러덜리스,2015-07-09,2103500,0,6.13E+08,267,77867,117,54,미국,미국,,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄 H. 머시,"빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼",,,,,,
544,쓰리 썸머 나잇,2015-07-15,804000,0,6.10E+08,97,76872,297,29,한국,한국,"더램프(주),㈜감독의집","(주)리틀빅픽쳐스,(주)인벤트스톤",청소년관람불가,코미디,김상진,"김동욱,임원희,손호준,윤제문,류현경,심은진,이채영,전은진,정승민,박현수,홍광석,김승필,이신범",,,,,,
545,모데카이,2015-02-18,15072200,0.001,6.06E+08,1968,75750,290,161,미국,미국,,(주)나이너스엔터테인먼트,15세이상관람가,"액션,코미디",데이빗 코엡,"조니 뎁,기네스 팰트로우,이완 맥그리거",,,,,,
546,리스본행 야간열차,2014-06-05,1542500,0,6.03E+08,190,78545,5,5,독일,"독일,스위스,포르투갈",,(주)나이너스엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스,스릴러",빌 어거스트,"제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱",,,,,,
547,엽기적인 그녀 2,2016-05-12,32659000,0.001,5.94E+08,4587,77007,387,98,한국,한국,(주)신씨네,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,코미디",조근식,"차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,박재민,장봉영,정수련,정종준,양원석,조예경,윤서영,이상진,이성국,이은경,황창기,김병용,김우주",,,,,,
548,패트리어트 데이,2017-04-06,4053000,0,5.94E+08,528,74778,375,41,미국,미국,,(주)이수C&E,15세이상관람가,"드라마,스릴러",피터 버그,"마크 월버그,존 굿맨,케빈 베이컨,J.K. 시몬스,미셸 모나한",,,,,,
549,피치 퍼펙트: 언프리티 걸즈,2015-05-28,7369500,0,5.92E+08,883,75598,297,74,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,뮤지컬",엘리자베스 뱅크스,"안나 켄드릭,헤일리 스테인펠드,레벨 윌슨",,,,,,
